customId,winnerCode,coverage,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,id,awayRedCards,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.category.alpha2,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.userCount,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.hasPositionGraph,tournament.priority,tournament.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.type,homeTeam.id,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.type,awayTeam.id,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.normaltime,time.injuryTime1,time.injuryTime2,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayTeam.disabled,homeTeam.disabled,homeScore.period2,awayScore.period2,homeRedCards,lastPeriod,time.initial,time.max,time.extra,statusTime.prefix,statusTime.initial,statusTime.max,statusTime.timestamp,statusTime.extra,roundInfo.name,roundInfo.cupRoundType
bBwsbUR,0.0,-1.0,False,,,10099817,,1657389600,guillermo-brown-brown-de-adrogue,False,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,0,5071,23.0,0,Not started,notstarted,Brown de Adrogué,brown-de-adrogue,Brown de Adrogué,Football,football,1,0,0,107201,[],#52b030,#52b030,#ffffff,Guillermo Brown,guillermo-brown,Guillermo Brown,Football,football,1,0,0,53801,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
hmMsnvM,0.0,-1.0,False,,,10099832,,1657389600,tristan-suarez-estudiantes-de-buenos-aires,False,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,0,5071,23.0,0,Not started,notstarted,Tristán Suárez,tristan-suarez,Tristán Suárez,Football,football,1,0,0,93513,[],#52b030,#52b030,#ffffff,Estudiantes de Buenos Aires,estudiantes-de-buenos-aires,Estudiantes B.A.,Football,football,1,0,0,93107,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
yUAbsRkKb,0.0,-1.0,False,,,10099865,,1657391400,deportivo-maipu-deportivo-riestra,False,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,0,5071,23.0,0,Not started,notstarted,Deportivo Maipú,deportivo-maipu,Deportivo Maipú,Football,football,1,0,0,213042,[],#52b030,#52b030,#ffffff,Deportivo Riestra,deportivo-riestra,Dep. Riestra,Football,football,1,0,0,189723,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
ZAwsMpgc,0.0,-1.0,False,,,10099893,,1657400400,club-atletico-atlanta-agropecuario-argentino,False,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,0,5071,23.0,0,Not started,notstarted,Agropecuario Argentino,agropecuario-argentino,Agropecuario,Football,football,1,0,0,265787,[],#52b030,#52b030,#ffffff,Club Atlético Atlanta,club-atletico-atlanta,Atlanta,Football,football,1,0,0,53799,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
JLosRLo,0.0,-1.0,False,,,10099891,,1657404600,independiente-rivadavia-club-atletico-all-boys,False,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,0,5071,23.0,0,Not started,notstarted,Independiente Rivadavia,independiente-rivadavia,Ind. Rivadavia,Football,football,1,0,0,36842,[],#52b030,#52b030,#ffffff,Club Atlético All Boys,club-atletico-all-boys,Club Atlético All Boys,Football,football,1,0,0,36834,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LYbsWROb,0.0,-1.0,False,,,10099866,,1657408200,quilmes-atletico-club-guemes,False,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,0,5071,23.0,0,Not started,notstarted,Quilmes Atlético Club,quilmes-atletico-club,Quilmes,Football,football,1,0,0,4936,[],#52b030,#52b030,#ffffff,Güemes,guemes,Güemes,Football,football,1,0,0,224646,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
jmMsZZU,0.0,-1.0,False,,,10099918,,1657411800,deportivo-moron-club-atletico-temperley,False,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,Primera Nacional,primera-nacional,Argentina,argentina,Football,football,1,48,argentina,AR,0,703,False,False,0,5071,23.0,0,Not started,notstarted,Deportivo Morón,deportivo-moron,Dep. Morón,Football,football,1,0,0,93109,[],#52b030,#52b030,#ffffff,Club Atletico Temperley,club-atletico-temperley,C.A Temperley,Football,football,1,0,0,112499,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
brbspjr,1.0,-1.0,True,,,10164575,,1657292400,fc-isloch-minsk-region-vitebsk,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,BY,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,BY,0,169,False,False,0,616,14.0,100,Ended,finished,FC Isloch Minsk Region,fc-isloch-minsk-region,Isloch,Football,football,1,0,0,42965,[],#52b030,#52b030,#ffffff,Vitebsk,vitebsk,Vitebsk,Football,football,1,0,0,3351,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,2.0,1657298850.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime', 'time.currentPeriodStart']",1657298855,,False,,,,,,,,,,,,,,
crbsirb,1.0,-1.0,True,,,10164578,1.0,1657299600,slavia-mozyr-belshina-bobruisk,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,BY,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,BY,0,169,False,False,0,616,14.0,100,Ended,finished,Slavia Mozyr,slavia-mozyr,Slavia Mozyr,Football,football,1,0,0,3358,[],#52b030,#52b030,#ffffff,Belshina Bobruisk,belshina-bobruisk,Belshina Bobruisk,Football,football,1,0,0,3352,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,1657306282.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime', 'time.currentPeriodStart']",1657306291,False,,,,,,,,,,,,,,,
depcsXhCc,,,False,,,10164571,,1657371600,fk-arsenal-dzerzhinsk-rukh-brest-fc,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,BY,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,BY,0,169,False,False,0,616,14.0,70,Canceled,canceled,FK Arsenal Dzerzhinsk,fk-arsenal-dzerzhinsk,Arsenal Dzerzhinsk,Football,football,1,0,0,317897,[],#52b030,#52b030,#ffffff,Rukh Brest FC,rukh-brest-fc,Rukh Brest FC,Football,football,1,0,0,287703,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1647262457,,False,,,,,,,,,,,,,,
grbslrb,0.0,-1.0,False,,,10164576,,1657371600,dinamo-minsk-neman-grodno,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,BY,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,BY,0,169,False,False,0,616,14.0,70,Canceled,canceled,Neman Grodno,neman-grodno,Neman Grodno,Football,football,1,0,0,3356,[],#52b030,#52b030,#ffffff,Dinamo Minsk,dinamo-minsk,Dinamo Minsk,Football,football,1,0,0,3361,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1657233490,,,,,,,,,,,,,,,,
hrbsGMo,,,False,,,10164577,,1657371600,fk-slutsk-shakhtyor-soligorsk,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,BY,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,BY,0,169,False,False,0,616,14.0,70,Canceled,canceled,Shakhtyor Soligorsk,shakhtyor-soligorsk,Shakhter,Football,football,1,0,0,3357,[],#52b030,#52b030,#ffffff,FK Slutsk,fk-slutsk,FK Slutsk,Football,football,1,0,0,36881,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,"['status.code', 'status.description', 'status.type']",1656567614,False,False,,,,,,,,,,,,,,
YqbsZqb,0.0,-1.0,False,,,10164573,,1657375200,fk-gomel-energetik-bgu-minsk,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,BY,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,BY,0,169,False,False,0,616,14.0,0,Not started,notstarted,Energetik-BGU Minsk,energetik-bgu-minsk,Energetik-BGU,Football,football,1,0,0,3348,[],#52b030,#52b030,#ffffff,FK Gomel,fk-gomel,Gomel,Football,football,1,0,0,3349,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
arbseWc,0.0,-1.0,False,,,10164574,,1657382400,fc-minsk-bate-borisov,False,Vysshaya League,vysshaya-league,Belarus,belarus,Football,football,1,91,belarus,BY,Vysshaya Liga,vysshaya-liga,Belarus,belarus,Football,football,1,91,belarus,BY,0,169,False,False,0,616,14.0,0,Not started,notstarted,FC Minsk,fc-minsk,Minsk,Football,football,1,0,0,7304,[],#52b030,#52b030,#ffffff,BATE Borisov,bate-borisov,BATE Borisov,Football,football,1,0,0,3350,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,,,,,,,,,,,,,,,
xdnsUfn,0.0,,False,,,10148958,,1657389600,aa-aparecidense-ferroviario-ac,False,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,0,27213,14.0,0,Not started,notstarted,Ferroviário AC,ferroviario-ac,Ferroviário,Football,football,1,0,0,32672,[],#52b030,#52b030,#ffffff,AA Aparecidense,aa-aparecidense,Aparecidense,Football,football,1,0,0,32794,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
WIusLKjc,0.0,,False,,,10148951,,1657396800,botafogo-pb-floresta,False,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,0,27213,14.0,0,Not started,notstarted,Botafogo-PB,botafogo-pb,Botafogo-PB,Football,football,1,0,0,49196,[],#52b030,#52b030,#ffffff,Floresta,floresta,Floresta,Football,football,1,0,0,274286,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
KOskFn,0.0,,False,,,10148956,,1657400400,campinense-clube-figueirense-fc,False,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,0,27213,14.0,0,Not started,notstarted,Figueirense FC,figueirense-fc,Figueirense,Football,football,1,0,0,1985,[],#52b030,#52b030,#ffffff,Campinense Clube,campinense-clube,Campinense,Football,football,1,0,0,34010,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
XOsrP,0.0,,False,,,10148959,,1657404000,ad-confianca-paysandu-sc,False,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,Brasileiro Série C,brasileiro-serie-c,Brazil,brazil,Football,football,1,13,brazil,BR,0,1281,False,False,0,27213,14.0,0,Not started,notstarted,Paysandu SC,paysandu-sc,Paysandu,Football,football,1,0,0,1997,[],#52b030,#52b030,#ffffff,AD Confiança,ad-confianca,Confiança,Football,football,1,0,0,2017,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,False,,,,,,,,,,,,,,
qRpsKvpc,0.0,-1.0,False,,,10431998,,1657371600,olaria-atletico-clube-marica-futebol-clube,False,"Carioca, Serie A2, Taca Corcovado",carioca-serie-a2-taca-corcovado,Brazil,brazil,Football,football,1,13,brazil,BR,"Carioca, Série A2",carioca-serie-a2,Brazil,brazil,Football,football,1,13,brazil,BR,0,18644,False,False,0,100780,4.0,0,Not started,notstarted,Maricá Futebol Clube,marica-futebol-clube,Maricá FC,Football,football,1,0,0,288535,[],#52b030,#52b030,#ffffff,Olaria Atlético Clube,olaria-atletico-clube,Olaria,Football,football,1,0,0,39616,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
DOcsHVcc,0.0,-1.0,False,,,10398922,,1657388700,cabofriense-artsul,False,"Carioca, Serie A2, Taca Corcovado",carioca-serie-a2-taca-corcovado,Brazil,brazil,Football,football,1,13,brazil,BR,"Carioca, Série A2",carioca-serie-a2,Brazil,brazil,Football,football,1,13,brazil,BR,0,18644,False,False,0,100780,4.0,0,Not started,notstarted,Artsul,artsul,Artsul,Football,football,1,0,0,257282,[],#52b030,#52b030,#ffffff,Cabofriense,cabofriense,Cabofriense,Football,football,1,0,0,6978,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
COisBIcc,0.0,-1.0,False,,,10431997,,1657388700,goncalense-macae-esporte-futebol-clube,False,"Carioca, Serie A2, Taca Corcovado",carioca-serie-a2-taca-corcovado,Brazil,brazil,Football,football,1,13,brazil,BR,"Carioca, Série A2",carioca-serie-a2,Brazil,brazil,Football,football,1,13,brazil,BR,0,18644,False,False,0,100780,4.0,0,Not started,notstarted,Gonçalense,goncalense,Gonçalense,Football,football,1,0,0,256676,[],#52b030,#52b030,#ffffff,Macaé Esporte Futebol Clube,macae-esporte-futebol-clube,Macaé,Football,football,1,0,0,21977,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
BOcsHcdc,0.0,-1.0,False,,,10431999,,1657388700,america-futebol-clube-sampaio-correa-rj,False,"Carioca, Serie A2, Taca Corcovado",carioca-serie-a2-taca-corcovado,Brazil,brazil,Football,football,1,13,brazil,BR,"Carioca, Série A2",carioca-serie-a2,Brazil,brazil,Football,football,1,13,brazil,BR,0,18644,False,False,0,100780,4.0,0,Not started,notstarted,Sampaio Corrêa RJ,sampaio-correa-rj,Sampaio Corrêa RJ,Football,football,1,0,0,257632,[],#52b030,#52b030,#ffffff,América Futebol Clube,america-futebol-clube,América RJ,Football,football,1,0,0,6976,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
ROsEOc,0.0,-1.0,False,,,10431996,,1657389600,friburguense-atletico-clube-americano-rj,False,"Carioca, Serie A2, Taca Corcovado",carioca-serie-a2-taca-corcovado,Brazil,brazil,Football,football,1,13,brazil,BR,"Carioca, Série A2",carioca-serie-a2,Brazil,brazil,Football,football,1,13,brazil,BR,0,18644,False,False,0,100780,,0,Not started,notstarted,Friburguense Atlético Clube,friburguense-atletico-clube,Friburguense,Football,football,1,0,0,6979,[],#52b030,#52b030,#ffffff,Americano RJ,americano-rj,Americano,Football,football,1,0,0,1992,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
QecsUZRb,2.0,3.0,True,,,10428560,,1657294200,botev-plovdiv-fk-hebar-pazardzhik,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,0,247,False,False,0,232,1.0,100,Ended,finished,Botev Plovdiv,botev-plovdiv,Botev Plovdiv,Football,football,1,0,0,5241,[],#52b030,#52b030,#ffffff,FK Hebar Pazardzhik,fk-hebar-pazardzhik,Hebar Pazardzhik,Football,football,1,0,0,232494,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1657300986.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime', 'time.currentPeriodStart']",1657300993,False,,,,,,,,,,,,,,,
PBrsdzFb,2.0,3.0,True,,,10428798,,1657303200,ludogorets-razgrad-fk-septemvri-sofia,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,0,247,False,False,0,232,1.0,100,Ended,finished,FK Septemvri Sofia,fk-septemvri-sofia,Septemvri,Football,football,1,0,0,201203,[],#52b030,#52b030,#ffffff,Ludogorets Razgrad,ludogorets-razgrad,Ludogorets,Football,football,1,0,0,43840,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,4.0,3.0,1657310239.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime', 'time.currentPeriodStart']",1657310244,False,False,,,1.0,,,,,,,,,,,
xpbsVec,0.0,3.0,False,,,10410969,,1657380600,fk-pirin-blagoevgrad-lokomotiv-plovdiv,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,0,247,False,False,0,232,1.0,0,Not started,notstarted,Lokomotiv Plovdiv,lokomotiv-plovdiv,Lokomotiv Plovdiv,Football,football,1,0,0,3272,[],#52b030,#52b030,#ffffff,FK Pirin Blagoevgrad,fk-pirin-blagoevgrad,Pirin,Football,football,1,0,0,5245,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
ypbsFQac,0.0,3.0,False,,,10410979,,1657389600,levski-sofia-fc-cska-1948-sofia,False,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,Parva Liga,parva-liga,Bulgaria,bulgaria,Football,football,1,78,bulgaria,BG,0,247,False,False,0,232,1.0,0,Not started,notstarted,FC CSKA 1948 Sofia,fc-cska-1948-sofia,CSKA 1948,Football,football,1,0,0,252080,[],#52b030,#52b030,#ffffff,Levski Sofia,levski-sofia,Levski Sofia,Football,football,1,0,0,3273,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
gnbsPuXb,1.0,-1.0,True,,,10116094,1.0,1657317600,santiago-morning-deportes-santa-cruz,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,0,60673,19.0,100,Ended,finished,Deportes Santa Cruz,deportes-santa-cruz,Santa Cruz,Football,football,1,0,0,243490,[],#52b030,#52b030,#ffffff,Santiago Morning,santiago-morning,Santiago Morn.,Football,football,1,0,0,3156,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1657324512.0,['cardsCode'],1657350426,,,,,,,,,,,,,,,,
cnbsgPK,1.0,-1.0,True,,,10116119,2.0,1657317600,deportes-copiapo-union-san-felipe,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,0,60673,19.0,100,Ended,finished,Unión San Felipe,union-san-felipe,San Felipe,Football,football,1,0,0,3152,[],#52b030,#52b030,#ffffff,Deportes Copiapó,deportes-copiapo,Copiapó,Football,football,1,0,0,89506,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,,1657324577.0,['cardsCode'],1657350710,,False,,,,,,,,,,,,,,
inbsAXI,0.0,-1.0,False,,,10116123,,1657384200,ac-barnechea-deportes-puerto-montt,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,0,60673,19.0,0,Not started,notstarted,AC Barnechea,ac-barnechea,AC Barnechea,Football,football,1,0,0,84875,[],#52b030,#52b030,#ffffff,Deportes Puerto Montt,deportes-puerto-montt,Puerto Montt,Football,football,1,0,0,3158,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,False,,,,,,,,,,,,,,
vJpsiPK,0.0,-1.0,False,,,10116233,,1657384200,deportes-magallanes-san-luis-de-quillota,False,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,Primera B,primera-b,Chile,chile,Football,football,1,49,chile,CL,0,1240,False,False,0,60673,19.0,0,Not started,notstarted,Deportes Magallanes,deportes-magallanes,Magallanes,Football,football,1,0,0,89508,[],#52b030,#52b030,#ffffff,San Luis de Quillota,san-luis-de-quillota,San Luis,Football,football,1,0,0,39220,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
wrbsLYu,0.0,,False,,,10342515,,1657449000,dalian-pro-shandong-taishan,False,"CFA Super League, Stage 1, Gr. A",cfa-super-league-stage-1-gr-a,China,china,Football,football,1,99,china,CN,CFA Super League,cfa-super-league,China,china,Football,football,1,99,china,CN,0,649,True,False,0,102307,10.0,0,Not started,notstarted,Dalian Pro,dalian-pro,Dalian,Football,football,1,0,0,49936,[],#52b030,#52b030,#ffffff,Shandong Taishan,shandong-taishan,Shandong,Football,football,1,0,0,3371,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
ArbsXTn,0.0,,False,,,10342502,,1657452600,zhejiang-guangzhou-city,False,"CFA Super League, Stage 1, Gr. A",cfa-super-league-stage-1-gr-a,China,china,Football,football,1,99,china,CN,CFA Super League,cfa-super-league,China,china,Football,football,1,99,china,CN,0,649,True,False,0,102307,10.0,0,Not started,notstarted,Zhejiang,zhejiang,Zhejiang,Football,football,1,0,0,34697,[],#52b030,#52b030,#ffffff,Guangzhou City,guangzhou-city,GZ City,Football,football,1,0,0,3375,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
HFqsmAac,0.0,-1.0,False,,,10432029,,1657351800,beijing-institute-of-technology-shaanxi-changan-athletic,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,0,782,False,False,0,3583,,7,2nd half,inprogress,Beijing Institute of Technology,beijing-institute-of-technology,BIT,Football,football,1,0,0,41532,[],#52b030,#52b030,#ffffff,Shaanxi Chang'an Athletic,shaanxi-changan-athletic,Shaanxi,Football,football,1,0,0,251262,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,,3.0,3.0,3.0,,,,1657355548.0,"['status.code', 'status.description', 'time.currentPeriodStart']",1657355553,False,,,,,period2,2700.0,5400.0,540.0,,2700.0,5400.0,1657355548.0,540.0,,
GFqsPzNb,0.0,-1.0,False,,,10432030,,1657351800,beijing-bsu-liaoning-shenyang-urban,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,0,782,False,False,0,3583,,7,2nd half,inprogress,Liaoning Shenyang Urban,liaoning-shenyang-urban,Liaoning,Football,football,1,0,0,221240,[],#52b030,#52b030,#ffffff,Beijing BSU,beijing-bsu,BSU,Football,football,1,0,0,41531,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1657355588.0,"['status.code', 'status.description', 'time.currentPeriodStart']",1657355593,False,False,,,,period2,2700.0,5400.0,540.0,,2700.0,5400.0,1657355588.0,540.0,,
VTnsAAac,0.0,-1.0,False,,,10432028,,1657351800,qingdao-jonoon-kunshan,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,0,782,False,False,0,3583,,7,2nd half,inprogress,Qingdao Jonoon,qingdao-jonoon,Jonoon,Football,football,1,0,0,34695,[],#52b030,#52b030,#ffffff,Kunshan,kunshan,Kunshan,Football,football,1,0,0,251275,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,,1.0,1.0,1.0,,,,1657355649.0,"['status.code', 'status.description', 'time.currentPeriodStart']",1657355653,,,,,,period2,2700.0,5400.0,540.0,,2700.0,5400.0,1657355649.0,540.0,,
YqLsNzNb,0.0,-1.0,False,,,10432031,,1657366200,xinjiang-tianshan-leopard-shanghai-jiading-chengfa,False,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,CFA China League,cfa-china-league,China,china,Football,football,1,99,china,CN,0,782,False,False,0,3583,,0,Not started,notstarted,Shanghai Jiading Chengfa,shanghai-jiading-chengfa,Jiading,Football,football,1,0,0,221238,[],#52b030,#52b030,#ffffff,Xinjiang Tianshan Leopard,xinjiang-tianshan-leopard,Xinjiang,Football,football,1,0,0,90848,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,False,False,,,,,,,,,,,,,,
uxcsxMK,0.0,-1.0,False,,,10416850,,1657393200,atletico-cali-real-cartagena,False,"Primera B, Clausura",primera-b-clausura,Colombia,colombia,Football,football,1,274,colombia,CO,Primera B,primera-b,Colombia,colombia,Football,football,1,274,colombia,CO,0,1238,False,False,0,60510,1.0,0,Not started,notstarted,Atlético Cali,atletico-cali,Atlético,Football,football,1,0,0,89372,[],#52b030,#52b030,#ffffff,Real Cartagena,real-cartagena,Real Cartagena,Football,football,1,0,0,6119,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
cMKsmMK,0.0,-1.0,False,,,10416839,,1657396800,leones-fc-bogota-fc,False,"Primera B, Clausura",primera-b-clausura,Colombia,colombia,Football,football,1,274,colombia,CO,Primera B,primera-b,Colombia,colombia,Football,football,1,274,colombia,CO,0,1238,False,False,0,60510,1.0,0,Not started,notstarted,Leones FC,leones-fc,Leones,Football,football,1,0,0,89362,[],#52b030,#52b030,#ffffff,Bogotá FC,bogota-fc,Bogotá,Football,football,1,0,0,89352,[],#52b030,#52b030,#ffffff,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
